Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Burundi,BDI,Newcastle disease (velogenic),2015,29001.0,37024.19379982285,35785.66134243617,38301.716823447394,0.003922469943831217,0.00379125557182288,0.004057815110016675,Adjusted_Susceptible_Cases,2010-2018
Belgium,BEL,Avian infectious laryngotracheitis,2015,8.0,8.511481247451465,3.889582498282517,15.841833832684163,4.980343207901315e-08,2.275920631640165e-08,9.269569800548364e-08,None,2005
Belgium,BEL,Fowl cholera (-2011),2015,1.0,1.0023048704316793,0.05716252749095572,4.4088672472254515,5.864810258726104e-09,3.3447645275761603e-10,2.5797709483096705e-08,None,2011
Belgium,BEL,Low pathogenic avian influenza (poultry) (2006-2021),2015,2.0,2.229678336823291,0.12716095968859947,9.807750197636494,1.304656973065357e-08,7.440599391380385e-10,5.7388321329166186e-08,None,2008
Belgium,BEL,Marek's disease (-2011),2015,11.0,12.434379278641682,6.456263395892261,21.293714275317924,7.275757836321906e-08,3.777768712323918e-08,1.2459641533466895e-07,None,2007
Belgium,BEL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,98.0,100.93534296702326,71.29333055159177,138.68360633716912,2.95302683028011e-07,2.0858017791415458e-07,4.057413373702663e-07,None,2007-2015
Belgium,BEL,Newcastle disease (velogenic),2015,139.0,4202.301480490325,4035.9474297240304,4396.518960718916,1.229451315667307e-05,1.1807817455446647e-05,1.286272783070633e-05,Adjusted_Susceptible_Cases,2008-2018
Benin,BEN,Fowl cholera (-2011),2015,1222.0,1559.1446948855055,1345.2093366016652,1795.93322152497,3.5873744762907955e-05,3.095139056190845e-05,4.132191849259054e-05,None,2008-2009
Benin,BEN,Fowl typhoid,2015,2542.0,3182.0033271325274,2930.583811255545,3460.5967868564835,7.321345835747382e-05,6.742864597247124e-05,7.96235052886771e-05,None,2007-2009
Benin,BEN,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2015,85.0,111.09918200408997,89.12346873364632,136.41915075445348,5.112474437627812e-06,4.101213415565152e-06,6.277628767864041e-06,None,2008
Benin,BEN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,351.0,334.1400065710218,273.6296849609144,406.8098980282967,1.5376190997700142e-05,1.2591674794575235e-05,1.8720256685301947e-05,None,2007
Benin,BEN,Infectious bursal disease (Gumboro disease),2015,17447.0,20909.39969116423,20078.663540489004,21767.212115200633,0.00048109612284672203,0.00046198204271522263,0.0005008331902627729,None,2010-2013
Benin,BEN,Newcastle disease (velogenic),2015,33210.0,32265.82817501319,29045.339929495967,35829.08652408215,0.0007423917025220466,0.0006682927598705988,0.0008243773071667698,Adjusted_Susceptible_Cases,2005-2022
Benin,BEN,Trypanosomosis (tsetse-transmitted) (-2021),2015,33.0,31.414872412660166,21.87895676029191,43.384788881045544,1.445624794655569e-06,1.0068085573738857e-06,1.9964469596910195e-06,None,2007
Burkina Faso,BFA,Fowl pox (-2005),2015,65.0,87.94863636363635,68.26401765871655,111.09522805983161,9.090909090909089e-07,7.056186478545489e-07,1.148348241068719e-06,None,2005
Burkina Faso,BFA,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,153709.0,153709.0,152185.51827904952,155270.8637620727,0.0007944151286649749,0.0007865413091269674,0.0008024873183318397,None,2015
Burkina Faso,BFA,Infectious bursal disease (Gumboro disease),2015,9.0,10.63433505749583,3.6990434495902784,23.55337405897497,1.0992299283668495e-07,3.823557602929684e-08,2.434620833335053e-07,None,2012
Burkina Faso,BFA,Newcastle disease (velogenic),2015,24363.0,21397.175504024217,19376.409419647698,23607.099656807506,0.00011058714799456406,0.00010014321075652472,0.0001220087119899916,Adjusted_Susceptible_Cases,2005-2019
Bangladesh,BGD,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,29253.0,29445.74755680267,28460.148850327136,30460.770910437284,4.6941053858175566e-05,4.5369857817933486e-05,4.8559157314994114e-05,Adjusted_Susceptible_Cases,2009-2018
Bulgaria,BGR,Avian chlamydiosis,2015,267.0,235.80545095874666,205.48758559632745,270.6292314228704,3.350461082107796e-06,2.9196872065406003e-06,3.845257621808333e-06,None,2006-2008
Bulgaria,BGR,Fowl typhoid,2015,9742.0,8945.007053429903,8765.412185048373,9129.196325499202,0.00012709586606180593,0.00012454407765058784,0.00012971293443448712,None,2005-2006
Bulgaria,BGR,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,22.0,22.0,14.039778013746592,32.514542798290904,6.251776072747939e-07,3.9897067387742516e-07,9.239710940122451e-07,None,2015
Bulgaria,BGR,Newcastle disease (velogenic),2015,917.0,877.7756551064388,742.4274605742119,1034.271952320331,1.2471947358716095e-05,1.0548841440383798e-05,1.469553782779669e-05,Adjusted_Susceptible_Cases,2006-2017
Bahrain,BHR,Newcastle disease (velogenic),2015,341.0,527.0154028676675,435.9599134017694,629.9500819557182,6.831934182883945e-05,5.651541527116534e-05,8.166322037279211e-05,None,2009-2011
Bosnia and Herzegovina,BIH,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,35.0,28.95820117008529,20.39315059681985,39.63897144131894,1.2335236484105166e-06,8.686808057939961e-07,1.6884891566416313e-06,None,2012
Bosnia and Herzegovina,BIH,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2015,84.0,69.4996828082047,55.676896871217,85.43942076807429,2.96045675618524e-06,2.371651766536761e-06,3.639436904416182e-06,None,2012
Bosnia and Herzegovina,BIH,Pullorum disease,2015,10.0,9.191136167880355,4.605225868278097,16.11891649265481,3.9151201941899624e-07,1.9616739939845362e-07,6.866125614523262e-07,None,2011
Belarus,BLR,Avian infectious laryngotracheitis,2015,209.0,838.3485380622838,729.7648625411132,957.1957139066899,3.6159169550173012e-06,3.147580057498995e-06,4.128521794986359e-06,None,2005
Belarus,BLR,Avian tuberculosis (-2005),2015,4.0,16.04494809688581,3.2210927238905374,48.83750008596181,3.460207612456747e-08,6.946516433916264e-09,1.053215557634625e-07,None,2005
Belarus,BLR,Fowl cholera (-2011),2015,131.0,525.4720501730104,423.19162429944004,648.2398598868547,1.1332179930795848e-06,9.126429522156399e-07,1.3979755399232146e-06,None,2005
Belarus,BLR,Marek's disease (-2011),2015,618.0,1320.3277037428843,1088.0862206486643,1585.7477025296453,2.847380959939281e-06,2.346535620410362e-06,3.4197781373900854e-06,None,2006-2011
Belize,BLZ,Avian infectious bronchitis,2015,530.0,697.5874375446111,626.7841493599584,775.1259950271175,5.404303048842664e-05,4.8557805187477405e-05,6.0050046097545515e-05,None,2006
Belize,BLZ,Fowl typhoid,2015,1026.0,1267.2096450100469,1191.242382306926,1346.3373010776818,0.00019634484738302555,0.0001845742767751667,0.00020860509778086175,None,2011
Belize,BLZ,Infectious bursal disease (Gumboro disease),2015,3883.0,4753.7926610470295,4573.9894329785875,4940.0820579744095,0.00036828266664448635,0.00035435307041978525,0.00038271475503365434,None,2006-2012
Belize,BLZ,Low pathogenic avian influenza (poultry) (2006-2021),2015,12250.0,12727.965795417875,12459.985061750593,13001.169946451466,0.0009860525097162903,0.0009652916843624569,0.0010072180001899184,None,2014-2015
Belize,BLZ,Marek's disease (-2011),2015,165.0,203.79102478231746,174.2561296229523,236.4861222488723,3.157592574873218e-05,2.6999710198784056e-05,3.664179148572549e-05,None,2011
Belize,BLZ,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2015,1513.0,1872.924920485383,1755.5907755881904,2003.375015582511,0.00014509799507943778,0.0001360079621620848,0.00015520413817651929,None,2008-2011
Belize,BLZ,Newcastle disease (velogenic),2015,8130.0,10370.176321343071,10079.121946721547,10677.510709507658,0.0008033914100823576,0.0007808430389465097,0.0008272010156110675,Adjusted_Susceptible_Cases,2008-2021
Bolivia,BOL,Avian infectious bronchitis,2015,11.0,15.588403188691725,7.299090243424995,30.385000968737184,8.234219847363604e-08,3.855578600488604e-08,1.6050186475830828e-07,None,2005-2008
Bolivia,BOL,Avian infectious laryngotracheitis,2015,24.0,24.853088589837817,13.512663208235502,41.46138651714082,6.564039717781497e-08,3.5688786796555416e-08,1.0950517754323855e-07,None,2013-2014
Bolivia,BOL,Fowl cholera (-2011),2015,39.0,51.79540221389168,34.77108005223213,77.82246365833508,1.3679872266236966e-07,9.183516554410716e-08,2.0553974229094085e-07,None,2006-2010
Bolivia,BOL,Fowl typhoid,2015,409.0,530.7118449842696,446.5773937637249,627.1367407144967,1.401682377054037e-06,1.1794718145925084e-06,1.656353680006279e-06,None,2005-2010
Bolivia,BOL,Infectious bursal disease (Gumboro disease),2015,1633.0,1860.77264317754,1705.5291157832994,2028.429936422418,4.914554378795758e-06,4.504535046164012e-06,5.3573601604019545e-06,None,2005-2013
Bolivia,BOL,Marek's disease (-2011),2015,254.0,259.78571961844546,223.9386695595372,304.7406538416862,6.861295229057291e-07,5.914525738008248e-07,8.048616364959349e-07,None,2006-2011
Bolivia,BOL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,3005.0,3080.2210620914084,2829.2776220083297,3350.993664447571,8.135283998215957e-06,7.472508141739278e-06,8.85043137715366e-06,Adjusted_Susceptible_Cases,2005-2016
Bolivia,BOL,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2015,7412.0,7436.408159175084,7153.1204116296285,7732.731858107112,1.9640568349488263e-05,1.8892366764913553e-05,2.042319965991021e-05,None,2012-2015
Bolivia,BOL,Newcastle disease (velogenic),2015,1116.0,1271.8036602211073,1146.9096127449764,1408.7481626504828,3.3590069534957994e-06,3.029144737303071e-06,3.720696065023692e-06,None,2006-2014
Bolivia,BOL,Pullorum disease,2015,7.0,7.045503953166054,3.027151952677371,13.624290475452177,3.721627403628092e-08,1.5990242482182975e-08,7.196721927272047e-08,None,2010
Brazil,BRA,Avian infectious bronchitis,2015,1280078.0,1331429.8951704337,1323414.1429690507,1339499.7135927754,0.0001855420754897696,0.00018442503635353636,0.00018666664905112498,None,2005-2015
Brazil,BRA,Avian infectious laryngotracheitis,2015,776682.0,3976478.517216469,3969296.299881274,3983676.1924615195,0.0005541441422496978,0.0005531432607794646,0.0005551471778646501,Adjusted_Susceptible_Cases,2008-2017
Brazil,BRA,Fowl cholera (-2011),2015,12263.0,13320.126464812634,12989.640322386096,13656.17161563574,1.8562328508863616e-06,1.8101777900762854e-06,1.9030625900774066e-06,None,2011
Brazil,BRA,Fowl typhoid,2015,117615.0,272108.5474618969,269206.74798301025,275060.2902047932,3.791982201820999e-05,3.7515440308049545e-05,3.8331163596775595e-05,Adjusted_Susceptible_Cases,2005-2017
Brazil,BRA,Infectious bursal disease (Gumboro disease),2015,543559.0,454626.36790414323,450835.07305307046,458474.6069175122,6.335468369704327e-05,6.282634591672652e-05,6.389095695942918e-05,Adjusted_Susceptible_Cases,2005-2016
Brazil,BRA,Marek's disease (-2011),2015,512.0,563.6161799058832,473.31346351226426,671.5206954162765,7.854301317604602e-08,6.595883320321212e-08,9.358010062251166e-08,None,2006-2009
Brazil,BRA,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,542493.0,869956.9975429425,863847.842840001,876124.4060107268,0.00012123329023666223,0.00012038194594344521,0.00012209275251226284,Adjusted_Susceptible_Cases,2005-2017
Brazil,BRA,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2015,4430113.0,4408140.278567489,4393124.314953542,4423213.274297838,0.0006142985817745709,0.0006122060246940091,0.0006163990865940901,Adjusted_Susceptible_Cases,2009-2017
Brazil,BRA,Newcastle disease (velogenic),2015,93.0,118.14300842844321,79.31629848335714,173.04211350584413,1.6463877721186885e-08,1.1053162238695501e-08,2.4114369824106067e-08,None,2006
Brazil,BRA,Pullorum disease,2015,142259.0,289622.8057170154,287763.273976997,291498.3030686599,4.036053019151004e-05,4.010139422067626e-05,4.062189105809562e-05,Adjusted_Susceptible_Cases,2009-2017
Barbados,BRB,Avian infectious bronchitis,2015,47.0,43.11805736636245,31.936639318478065,56.646713842719635,6.127770534550195e-06,4.538710910037386e-06,8.050410551086426e-06,None,2010
Barbados,BRB,Fowl cholera (-2011),2015,5.0,4.560504252889112,0.9849707836198602,12.714378776196174,3.2406055943218307e-07,6.999010755488241e-08,9.034590191285563e-07,None,2005-2010
Barbados,BRB,Fowl pox (-2005),2015,6.0,5.424863475746868,2.1559950678639197,10.991801146873097,7.709604882749759e-07,3.0640162976819723e-07,1.5621120083668154e-06,None,2005
Barbados,BRB,Marek's disease (-2011),2015,4.0,3.616575650497912,1.1225570251543957,8.40036545748623,5.139736588499839e-07,1.5953343638945436e-07,1.193827251827788e-06,None,2005
Barbados,BRB,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,54.0,39.104193333168595,24.954219953315842,58.73172242389525,2.7786678983279042e-06,1.7731983197126302e-06,4.1733619287923854e-06,Adjusted_Susceptible_Cases,2005-2018
Bhutan,BTN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,267.0,356.5905238820626,280.2992895283695,448.8256623593451,0.00024424008485072785,0.00019198581474545853,0.00030741483723242813,Adjusted_Susceptible_Cases,2012-2019
Bhutan,BTN,Infectious bursal disease (Gumboro disease),2015,5771.0,5743.467357310399,5388.422952211338,6119.56275683899,0.003933881751582465,0.003690700652199547,0.004191481340300679,Adjusted_Susceptible_Cases,2014-2022
Bhutan,BTN,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,742.0,1767.2430668841762,1643.1145168700882,1897.4659798577648,0.0024208809135399675,0.002250841803931628,0.0025992684655585818,None,2005
Bhutan,BTN,Newcastle disease (velogenic),2015,2232.0,2846.5640103286887,2430.3659229367545,3324.8591467330134,0.001949701376937458,0.0016646341937922977,0.002277300785433571,Adjusted_Susceptible_Cases,2005-2022
Botswana,BWA,Avian infectious laryngotracheitis,2015,3.0,2.0264633325857817,0.5039045748385923,5.25289226592494,1.3455931823278762e-06,3.3459799126068546e-07,3.4879762721945154e-06,None,2012
Botswana,BWA,Fowl pox (-2005),2015,229.0,121.79904644181528,79.12363606732873,179.4044689099987,4.043793042556948e-05,2.626946748583291e-05,5.9563236689906605e-05,None,2005
Botswana,BWA,Infectious bursal disease (Gumboro disease),2015,8285.0,4656.307564617384,4428.290562272636,4918.1067014863775,0.0015459188461545096,0.001470215990130357,0.001632837550294282,Adjusted_Susceptible_Cases,2005-2019
Botswana,BWA,Marek's disease (-2011),2015,2.0,1.08677611401768,0.18065915299499952,3.353701578755027,7.216308858019123e-07,1.1995959694223076e-07,2.2268934785889954e-06,None,2006
Botswana,BWA,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,389.0,267.2442178710225,203.19123804258066,353.87918242302453,8.872649995717878e-05,6.746057039926316e-05,0.00011748976840073857,Adjusted_Susceptible_Cases,2005-2019
Botswana,BWA,Newcastle disease (velogenic),2015,4554.0,2979.4164066221165,2670.188525002544,3353.7344822781592,0.0009891820739117252,0.0008865167745692377,0.0011134576634389637,Adjusted_Susceptible_Cases,2005-2021
Central African (Rep.),CAF,Infectious bursal disease (Gumboro disease),2015,840.0,876.7784824635132,818.8141438655915,937.4136627543993,0.0001283716665393138,0.00011988494053668982,0.0001372494381778037,None,2010
Central African (Rep.),CAF,Newcastle disease (velogenic),2015,700.0,700.0,629.2482467945526,775.869220030934,5.124450951683748e-05,4.606502538759536e-05,5.679862518528068e-05,None,2015
Canada,CAN,Avian chlamydiosis,2015,1.0,1.0547806804613387,0.06015527951872812,4.639694101345942,2.3856583761062e-09,1.3605666951360474e-10,1.0493864080450591e-08,None,2007
Canada,CAN,Avian infectious laryngotracheitis,2015,14.0,14.710215707163462,2.9692901353222543,44.75236574075093,3.3270944345296815e-08,6.715814968589283e-09,1.0121900993986196e-07,None,2007-2012
Canada,CAN,Equine encephalomyelitis (Eastern)(2006-),2015,3.0,3.1306893211155478,0.4084137332871177,11.00764618522928,7.080860827521854e-09,9.237329255092747e-10,2.489662904284511e-08,None,2008-2014
Canada,CAN,Fowl cholera (-2011),2015,4.0,4.219122721845355,1.3095829616460473,9.799925730464269,9.5426335044248e-09,2.9619594096949052e-09,2.2165057947283557e-08,None,2007
Canada,CAN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,21533.0,35873.825,35221.89610124474,36536.33933176613,4.056895081581602e-05,3.983169819697732e-05,4.131817427721701e-05,Adjusted_Susceptible_Cases,2007-2022
Canada,CAN,Low pathogenic avian influenza (poultry) (2006-2021),2015,1300.0,1374.7273681806168,1301.3446052577983,1450.8160576030946,3.109300275890605e-06,2.943326243305872e-06,3.2813944587005175e-06,None,2009
Canada,CAN,West Nile Fever,2015,11.0,10.828684082768032,3.593653332771743,26.77139130104952,2.449186012106744e-08,8.127973267768919e-09,6.055040169054975e-08,Adjusted_Susceptible_Cases,2007-2017
Switzerland,CHE,Avian chlamydiosis,2015,98.0,79.44135238619583,27.711867571678734,204.8337469581282,1.011527864752417e-06,3.52855602165615e-07,2.6081510002817587e-06,Adjusted_Susceptible_Cases,2005-2020
Switzerland,CHE,Avian infectious laryngotracheitis,2015,217.0,212.31775058407683,106.94797294723557,407.431496523175,2.703444924417806e-06,1.3617700538254503e-06,5.187831014097675e-06,Adjusted_Susceptible_Cases,2005-2022
Switzerland,CHE,Newcastle disease (velogenic),2015,4009.0,4791.686265445246,4638.283542598357,4954.375883521666,6.1012609063935596e-05,5.905933002187985e-05,6.308413827444315e-05,None,2009-2012
Chile,CHL,Avian infectious bronchitis,2015,241.0,385.65714285714284,282.239008904055,520.3788333133091,1.063274606933814e-06,7.781460211797815e-07,1.4347085479831077e-06,Adjusted_Susceptible_Cases,2011-2019
Chile,CHL,Avian infectious laryngotracheitis,2015,15055.0,6511.821816155914,6340.042376775323,6691.950821462086,1.7953394382120873e-05,1.7479790510729938e-05,1.845001839353e-05,Adjusted_Susceptible_Cases,2011-2023
Chile,CHL,Fowl cholera (-2011),2015,347052.0,432071.0068295764,430593.7598328463,433554.72861830425,0.0011912397798486834,0.0011871669414509406,0.0011953304695478835,None,2005-2007
Chile,CHL,Fowl pox (-2005),2015,24.0,30.849973951965296,20.09508231040174,44.88896804335965,1.701096143827679e-07,1.1080614551360596e-07,2.4752192840700424e-07,None,2005
Chile,CHL,Fowl typhoid,2015,776.0,819.1094132386003,722.951531852302,923.5701271072372,2.2583225943767294e-06,1.993210861252476e-06,2.5463256212514156e-06,None,2007-2015
Chile,CHL,Influenza A virus (Inf. with),2015,36585.0,43089.667921183034,42649.63397364736,43532.71579822911,0.0002376004208420738,0.00023517403288961813,0.00024004342788106714,None,2009
Chile,CHL,Marek's disease (-2011),2015,25170.0,29171.126059113638,28758.1561705935,29608.176321710856,8.042614578465162e-05,7.928756867276754e-05,8.163111360329648e-05,None,2005-2011
Chile,CHL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,7506.0,7900.124840570004,7651.554358637875,8168.520473552004,2.178101012820267e-05,2.1095689795448873e-05,2.252098932072445e-05,Adjusted_Susceptible_Cases,2006-2019
Chile,CHL,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2015,206193.0,206238.4625120772,204757.1323331363,207754.46284893632,0.0005686089943455108,0.0005645248984252752,0.000572788677497088,Adjusted_Susceptible_Cases,2011-2020
Chile,CHL,Paenibacillus larvae (Inf. of honey bees with) (American foulbrood),2015,1.0,1.2449398479465925,0.07100026187858788,5.476152697944711,6.8647136556316395e-09,3.915020216239989e-10,3.0196013299686585e-08,None,2007
Chile,CHL,Turkey rhinotracheitis (2006-),2015,5.0,5.349881706029158,1.9181662812676612,11.498284955225357,2.9499743352232838e-08,1.0576946578189344e-08,6.340260847033753e-08,None,2011
China (People's Rep. of),CHN,Avian chlamydiosis,2015,8762.0,7063.03484492495,6691.712350066052,7459.189654976979,3.895187944469305e-07,3.690407572116489e-07,4.1136630722491097e-07,Adjusted_Susceptible_Cases,2010-2022
China (People's Rep. of),CHN,Avian infectious bronchitis,2015,486866.0,487650.1103386809,480831.4121838453,494609.289589004,2.6893380432282713e-05,2.6517336544168876e-05,2.7277171702104025e-05,Adjusted_Susceptible_Cases,2005-2022
China (People's Rep. of),CHN,Avian infectious laryngotracheitis,2015,230998.0,231376.23896566354,227201.41367434,235688.062335537,1.2760151357646006e-05,1.2529914221597987e-05,1.2997943790753995e-05,Adjusted_Susceptible_Cases,2005-2021
China (People's Rep. of),CHN,Duck virus enteritis (-2005),2015,589632.0,719714.2860206298,713638.2590799154,725877.7346067381,3.969147076181072e-05,3.9356384394415164e-05,4.0031378339163475e-05,None,2005
China (People's Rep. of),CHN,Duck virus hepatitis,2015,59463.0,59629.41656097649,57375.40313965304,61989.75874229781,3.2884983526726736e-06,3.1641919306008677e-06,3.418668691788463e-06,Adjusted_Susceptible_Cases,2005-2023
China (People's Rep. of),CHN,Fowl cholera (-2011),2015,356614.0,371507.05931239855,365416.6544363643,377744.9855272091,2.04882157668907e-05,2.0152336471786955e-05,2.08322307055665e-05,None,2006-2011
China (People's Rep. of),CHN,Fowl pox (-2005),2015,175209.0,213862.91846336107,209293.57605262988,218566.53896027387,1.1794310520300956e-05,1.1542316188357071e-05,1.2053710144643717e-05,None,2005
China (People's Rep. of),CHN,Fowl typhoid,2015,18291.0,20837.63151978784,19438.720003633516,22342.52821077455,1.1491730236258468e-06,1.0720245542675379e-06,1.2321664616748625e-06,Adjusted_Susceptible_Cases,2010-2018
China (People's Rep. of),CHN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,172680.0,227273.35483762715,223006.65071115168,231637.7778967547,1.253388169957452e-05,1.2298577544335832e-05,1.2774574949115722e-05,Adjusted_Susceptible_Cases,2005-2020
China (People's Rep. of),CHN,Infectious bursal disease (Gumboro disease),2015,261967.0,273544.08440889785,269461.02141607495,277769.8110655796,1.5085662796015194e-05,1.4860486252286537e-05,1.5318707087755543e-05,Adjusted_Susceptible_Cases,2006-2021
China (People's Rep. of),CHN,Low pathogenic avian influenza (poultry) (2006-2021),2015,572.0,676.1164326421863,537.3571524651951,850.9860615097948,3.728709591993271e-08,2.963467047965587e-08,4.693096835117749e-08,Adjusted_Susceptible_Cases,2013-2021
China (People's Rep. of),CHN,Marek's disease (-2011),2015,12961.0,14080.273191254173,12989.959676609913,15300.662902935703,7.765119611269647e-07,7.163823404868246e-07,8.438151444874706e-07,None,2005-2011
China (People's Rep. of),CHN,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,191196.0,183680.64871696668,180758.28616614398,186691.11437495294,1.0129790723441238e-05,9.968625563885039e-06,1.0295814674840157e-05,Adjusted_Susceptible_Cases,2010-2021
China (People's Rep. of),CHN,Newcastle disease (velogenic),2015,141408.0,135913.70282394023,132489.45972453733,139462.08059191713,7.4954949020023e-06,7.306651568611266e-06,7.691184129193041e-06,Adjusted_Susceptible_Cases,2005-2023
China (People's Rep. of),CHN,Pullorum disease,2015,1332024.0,1332370.6428571427,1320855.2724791206,1344040.2181950626,7.347881158127156e-05,7.284375125865683e-05,7.412237614199297e-05,Adjusted_Susceptible_Cases,2009-2019
Cote D'Ivoire,CIV,Avian infectious bronchitis,2015,8000.0,10943.965411354313,10705.896744915359,11185.534673425478,0.00019652639595155625,0.00019225127489208178,0.00020086437900094237,None,2010
Cote D'Ivoire,CIV,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,58413.0,58417.301319525635,57648.80082543242,59200.76063665845,0.0005245147100717011,0.000517614531447487,0.0005315492003219643,None,2007-2015
Cote D'Ivoire,CIV,Infectious bursal disease (Gumboro disease),2015,35266.0,48158.70562927747,47457.03650536024,48870.05836161152,0.00043240527977155777,0.000426105163730855,0.0004387923425719783,None,2010-2013
Cote D'Ivoire,CIV,Newcastle disease (velogenic),2015,21528.0,23017.182406534885,21951.84980095058,24139.685544422104,0.0002066656706819804,0.0001971003088777505,0.00021674435276116603,Adjusted_Susceptible_Cases,2011-2019
Cameroon,CMR,Avian infectious bronchitis,2015,765.0,786.4528256028849,697.0471288599317,886.7586831141439,5.393164538093077e-06,4.780057664444342e-06,6.0810201552154905e-06,None,2007-2015
Cameroon,CMR,Fowl cholera (-2011),2015,7988.0,9386.59916028205,9015.76013816306,9778.648400347714,6.436937102453677e-05,6.18263121170936e-05,6.705788073532281e-05,None,2006-2011
Cameroon,CMR,Fowl pox (-2005),2015,6.0,8.620137931034483,3.42588803325753,17.466032540755197,1.1822660098522168e-07,4.698661445657135e-08,2.395494917263989e-07,None,2005
Cameroon,CMR,Fowl typhoid,2015,1840.0,2164.1106485858195,2014.8527457854848,2325.424869644905,1.484056567222007e-05,1.3817017403071405e-05,1.5946791129340196e-05,None,2006-2011
Cameroon,CMR,High pathogenicity avian influenza viruses (poultry) (Inf. with),2015,50.0,62.8551724137931,47.004044527411075,81.92279220734919,8.620689655172414e-07,6.446681551378521e-07,1.123584488250894e-06,None,2006
Cameroon,CMR,Infectious bursal disease (Gumboro disease),2015,14088.0,15802.71523180468,15204.473564906162,16427.31666111662,0.00010836841145356512,0.00010426592032111424,0.0001126516668114756,Adjusted_Susceptible_Cases,2007-2016
Cameroon,CMR,Marek's disease (-2011),2015,1769.0,2004.8365838199256,1831.056675027764,2190.2308515618925,1.3748330753647723e-05,1.2556620823923113e-05,1.5019687099255899e-05,None,2008-2010
Cameroon,CMR,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2015,45.0,49.15415730337079,36.15577553510532,64.9471549826327,6.741573033707865e-07,4.958823723818483e-07,8.907608484561211e-07,None,2011
Cameroon,CMR,Newcastle disease (velogenic),2015,15684.0,19380.091812492014,18310.891009469127,20498.453839569902,0.00013290056377888423,0.00012556843187314247,0.00014056982279713834,Adjusted_Susceptible_Cases,2006-2016
Cameroon,CMR,Pullorum disease,2015,293.0,327.6439488943894,268.0960600775238,395.85054711368366,2.246845161937606e-06,1.8384906467901295e-06,2.7145774845957025e-06,None,2009-2011
Congo (Dem. Rep. of the),COD,Fowl typhoid,2015,2162.0,1764.015785771966,1679.4869690075884,1853.6518536469364,4.5830495863132395e-05,4.3634371759095577e-05,4.815931030519451e-05,Adjusted_Susceptible_Cases,2013-2019
Congo (Dem. Rep. of the),COD,Newcastle disease (velogenic),2015,119626.0,99048.7213542472,96696.37178672932,101460.07319949733,0.0025733624669848584,0.0025122466039680254,0.0026360112548583356,Adjusted_Susceptible_Cases,2011-2017
Congo (Rep. of the),COG,Avian infectious bronchitis,2015,1225.0,1219.1772709005459,1136.9692959081538,1306.4404004369906,0.00013040723830362025,0.00012161400105980893,0.00013974119161803302,None,2012-2013
Congo (Rep. of the),COG,Fowl typhoid,2015,15.0,14.950426439232409,8.6027809238332,23.841145914572063,3.1982942430703625e-06,1.8403638728919028e-06,5.1002558379659995e-06,None,2012
Congo (Rep. of the),COG,Newcastle disease (velogenic),2015,3140.0,3078.0024816759833,2756.214529062925,3435.792739925493,0.00032923333850422325,0.00029481383346485453,0.0003675037693791307,Adjusted_Susceptible_Cases,2008-2019
Colombia,COL,Avian infectious bronchitis,2015,107904.0,107855.41497569563,106151.32897603932,109670.69539024835,0.00011825240272838029,0.00011638404717144732,0.00012024267155906441,Adjusted_Susceptible_Cases,2007-2022
Colombia,COL,Avian infectious laryngotracheitis,2015,461178.0,459155.50739439984,456480.41817452427,461883.44269468257,0.000503416930782674,0.0005004839697641257,0.0005064078321094059,Adjusted_Susceptible_Cases,2009-2016
Colombia,COL,Fowl cholera (-2011),2015,8000.0,5956.704924229128,5827.12622543222,6088.188966697734,1.3061832264848243e-05,1.2777692753102739e-05,1.3350149804507365e-05,None,2010
